review_id,user_id,business_id,stars,date,text,useful,funny,cool
xqwVwZsFz94X_stZFUHvpg,HxeiKWNQhp1QD7oImwzIxw,CWPm6Q5uOHEH3kPD3KsgCQ,5,2014-02-12,"My partner has used this practice extensively. About a year ago she had a filling fall out and I couldn't convince her to go to a dentist, despite constant pain. She didn't have insurance at the time so she thought it was rational to wait (NOPE. if you are reading this now, do NOT do what she did). She also has a terrible fear of dentists, which might be a factor...previously she said she only had a ""sadistic"" dentist.

So she scheduled an appointment with Affordable Dental after my constant prodding and nagging, and now she's on the road to recovery and feeling much better. She had a series of complicated procedures - there was an infection (understandable after a year) which made the procedure really hard, at one point during a procedure she just wasn't clotting right and they had to patch her up and try again tomorrow. She also had to be on antibiotics for a while to fight off the infection.

Throughout all of this, the staff of Affordable Dental were incredibly kind...they didn't shame her for coming in so late, and set up a payment plan with her to make it more feasible. The doctor himself is incredibly gentle and tries to make things as painless as possible (even though, in her case, pain was pretty much unavoidable after waiting a year to fix it).

Basically I would recommend this practice for ANYTHING. When I need my next cleaning, I'll be heading to Affordable Dental (and you should too).",3,2,1
KLizM7dWEcpWpaJFBmcJcQ,lm6xHTDAEEiD5AJtGIWr2g,Fi-2ruy5x600SX4avnrFuA,4,2011-02-15,"Best buffet in Vegas.  Easily.  

They have everything and they do a great job with it!  If you want a good buffet, go somewhere else.  If you want a great buffet, go to Planet Hollywood.  I have been to better buffets outside of Vegas, though, so I'm keeping that final star from this review.  

The only critique I will give it, however, is the line.  It can be over an hour wait and, in fact, often is.  I would argue that it ends up being worth it, but still... that's a long wait.    

The Spice Market Buffet is simply the best buffet in Vegas.  Amazingly delicious in every way!",1,0,2
M9Ah4z9ofmMuAFayTKu86A,rGk5WtolboQe7PNeJEttGA,2sx52lDoiEtef7xgPCaoBw,5,2015-07-12,"Let's face it.   Many restaurants do not have to many healthy offerings.   I came here today for the first time and I feel life I did something great and healthy for myself.  I had the Out of Africa, a yam stew full of vegetables and was absolutely delicious.   The menu said it would be spicy but it wasn't at all which suited me fine.   The berry blast smoothie was awesome too.  All of their food is also beautiful to look at. 

If you want an experience of amazing healthy food that will fill you up and make you feel like you did something loving for your body,  try this place.",1,0,2
MJspEfm4D-JvEtgOLQl3IA,ojp5d9vW8dQpU12Mv6vthQ,a6dxvmopYI-kRwvc7OCt0Q,4,2015-11-09,"Theater is old, and shows it.  That being said, the management team that runs the theater, and the folks who operate it, keep the place extremely clean and provide top-notch customer service; there's a lot to be said for those two things when most theaters are filthy and have barely-trained employees.",1,0,0
aoE7w7cg0cluU5GDqdMWSw,PQo0lFoNARNC-Gw2GoEgSw,jlFXBqjNIJFHOTpE3tLgjA,4,2012-10-26,"I was a little unsure about the location to start, but once you go inside you realize the owners put a lot of heart and soul into their restaurant.  The place looks as nice as any of the high end restaurants in the Scottsdale hub. Their music selection was excellent. The staff was SUPER friendly and professional.  We ended up eating at the bar and enjoyed our experience thoroughly.",0,0,0
U9aXjkzWLZ3x21gRO6FZzQ,0w03V5AjlO_EHnRRorlLFQ,E3X8OaMYJckk4LJGd-Wd4w,4,2010-08-30,"Tired of our usual Sunday brunch spots (one of which was Le Petite Dejeuner), we browsed Yelp, hopped our bikes and headed farther east than usual. The neighbourhood here was dead quiet during this time of the week and this was the only building on the block that showed any activity at 11 am. 

Most of the reviews you read here are spot-on - Morning Glory is a small, unassuming cafe that has decent service, but good food in small portions at prices that won't leave a hole in your wallet. The fact that the kitchen is itty-bitty and that there is only one cook limits how quickly it takes to get your food. The poor circulation here will also ensure that you smell like grease by the time you leave!

The goat cheese and arugula omelet was delish and the rosti reminded me of Richtree's. I took a chance and ordered the pan bagna - tomato, red onion, olives, cheese, sun-dried tomato and greens on a ciabatta ($6.50) - which turned out to be an amazingly good surprise. I'm not often impressed by bread, but the ciabatta was definitely fresh - light and springy. I savoured just about every bite of it and will definitely be coming back for more ... we just wished that we knew about the quaint little patio in the back earlier!",3,0,0
kJA_R4aCR_S7r0uBodm5cA,0ORKTkbqe-3160Mj32pbXA,wmcjLr4aiROtg9EvDrVrlg,2,2016-10-13,"I really wanted to like this place!  My husband and I checked this place out for dinner the other night.  We both got one of the combos.  We were immediately impressed by the prices and the amount of food you get.  However, when we got our food, we were VERY disappointed.  The sushi rolls fell apart and the fish did not taste fresh at all.  I got the fried rice with my combo and it was probably the worst fried rice I have ever eaten.  It tasted very stale and reminded me of play doh. (No I don't eat play doh... but I'm sure you get what I mean.) We were very shocked because of the awesome reviews.  I did noticed that a lot of the people had ordered hibachi and not many people sitting around us had ordered the sushi... maybe Yoshi's is better at hibachi food?",2,0,0
gIcyUqM8ud3OcfQnkHTmig,LM3UNGBmufJxjxdVbAr6DQ,qZcKRWui7oUfVJoGl0AIyg,5,2014-02-18,Kevin and his crew are the best !! Trustworthy and informative. I always know I'm getting a great deal and the truth from them. Don't trust anyone else !,4,0,0
NSORgl4Cx0RoJ8Lgo2fitw,H24qVlNmwtkTNe7KiBne6A,UMqfeCItzQ2glr4d9apGlA,5,2014-11-18,It's such a treat to have vegan breakfast!  Great people and yummy food. The Nom Nom burrito is fab!,0,0,0
RROvt6M1d44sEUC2pMJ9mQ,OC4ULon3bMKbR2J05W8Xsw,MjB1mTO0Thw0csSIe5xxLg,5,2016-11-10,"This is our first time here as we are getting our vehicle serviced. Our food was amazing everything tasted amazing. The kiddos meal was big enough for two little ones an there ranch is sssooo good!!!! I also had a latte which was on point as well sweet enough for my taste. Overall great service, great food, and great experience. We will definitely be back!!",0,0,0
jzM1OAdvu2cCHZFY8ttwig,26WgdHfEjWj4BrN-cUNhVw,K2CdjES-IZDDEgetOnf0Vw,4,2015-12-22,"Curry laksa ($6.50)
This bowl of noodles was bigger than my face, definitely get your money's worth. Comes with chicken, tofu, sliced fishballs in both vermicelli and egg noodles with some veggies hiding at the very bottom. I'm not a fan of curry but i enjoyed this bowl of noodles - there was a strong taste of spice which slightly overpowered the curry so the curry didnt taste as strong.This laksa is perfect for a cold chilly day. I ordered the medium spicy which was really spicy for me already. The noodles were served boiling hot and with the heated spiciness, I guarantee you'll be sweating. If you are looking for some legit malaysian laksa, this is the hidden gem. Its a small take out place, and long line ups during lunch time. 

Char Quey Teow ($6.50) 
Stirred Fried Flat and Yellow egg noodles with Chicken, Fish Cake, Shrimp and bean sprouts. This is the legit malaysian version of the chinese dish 炒貴刁. This was cooked really nicely, you can taste the ""wok hei"". It was really tastey and flavorful. I personally liked this dish more than the laksa. Big portion, good value.

Note they are closed monday to wednesday.",2,0,0
42zDZ9ojM-ww3JzcIKbxQQ,DfjjodRw_4MhumvpJ91bhA,KFAJsmQ6GnHxyfmv16s9VA,3,2016-09-09,So we saw a Phoenix morning show with a chef from here bragging about the biscuits.  NOTHING to brag about there but some of the food was good. Prime rib and sirloin steak well cooked but the corn was dried out. Fried mushrooms and zucchini okay considering you can't find it very many places anymore but mushrooms little dry too.  Food not fresh made ( sitting too long) or overcooked.,0,0,0
5lUHpR_oyxwfIenhS675Qw,3AZMZDx9hA7tABJvCSacaw,NztyCglNuL88hxU9aUd5xA,5,2015-11-02,"Missy has been doing my hair for years and this is the third place I have followed her to and probably final because she's a co-owner now:) I feel so strongly about the work they do that I gladly make the trek from the opposite side of town. It's so worth it. I continue to get the fantastic color work done in an amazing salon that truly is only there to make you look like your best self. I don't trust anyone else but Missy, though I have seen the talent they have procured for this new salon and I am impressed. I have to say I would feel comfortable with any of the staff--and I am super picky about color. 

The space is bright, open, relaxing, and they care very much about your experience there. Beverages, snacks, you name it, it's there for you to enjoy during your services. 

Everything about this salon is wonderful, from the staff to the amenities, you'll love it.",1,0,0
LGSnaLnfSI0Hgyx2q_qa4g,1-jvlUdjSlmk3zXhgQmHHg,SmMB0kdFRx8VGoO4jufKiQ,1,2017-11-04,"Massage was excellent, facial was good, pedicure by LaRen was absolutely horrible! She cut one my toenails on one foot TOO short after i told her *plz do not make them short* ... she left my big toenails too long, i had to tell her to make them even and asked her why she cut my toenails so short... she copes an attitude with me and was rude and did an even more unprofessional work after that (if thats even possible).  The massage was what you would expect from a 3 yr old.  And i think long pointy nails are pretty (which she had) but she could barely do her job without jabbing me. And thats why the massage wasnt good (which lasted not even 2 mins). She put scrub on me, dudnt rinse it off, and put a mask on over the scrub. She couldn't do anything with those claws. I was so disappointed. Never again.",0,0,0
1dA1WSDLUgpGsk9uelPrdQ,61kptgmxCMO4IjSurchxpQ,-DcE_4T0_iRKGLARmjsjUw,5,2012-09-15,"We have been searching for great mexican food in Arizona for the last two years. This place hit the spot!! It was honestly some of the best we have ever had and would go back soon. My husband had the Ranchero burrito which I would highly recommend and I had steak fajitas (amazing!!!!). Miguel, the cook brought the food out personally and takes pride in the freshness, combinations of tastes and presentation of his food. He uses his own special seasoning for the fajita meet which really made it stand out above others. I HIGHLY recommend this place!! Hope you enjoy!",0,0,0
9dw2_5TLjert2uGrp5fl6A,EW8Wud_nRjThhYIwgLwsJg,_Sx9XCDistFkOTq4ZHm09A,4,2016-09-19,"The food and service were excellent, but I probably won't go back because it was too noisy. And this was at 5:30 so it wasn't crowded. I had the cauliflower flatbread with veggies and homemade chips. Makes my mouth water just writing about them. My friend's quesadilla looked good too. I recommend getting some fabric in there to absorb the noise.",0,0,0
fH0jrMj-6522wW28IL1M-g,4h7OZcYdF1eK1TuANXsqKg,pYZnKIv0z-UxrpgBjp_z1w,3,2017-02-19,Loved the food but the service sucked. Seemed like they didn't wanna be there. No smiles @ all & when telling them what we wanted we were rudely interrupted. This place is lucky the food is great!,0,0,0
cLbajKcY0Eg8hVoNafHGQw,2kgoZUYxhLvOYy-6SK1fBg,Ssa6XY_RdDRRB9wuVIeIWw,5,2017-10-11,"Very good ambience, excellent service and awesome food...my whole family loved it...
I would recommend this place for a good Mediterranean food not far from the strip. The kabob was really yummy!!!!",0,0,0
K3vBQRRI98cCuqunZ9artw,u57D6nD2haug5MYA1t8Fqw,PCugqia4CsE9krMJyJ8UXw,1,2012-03-23,I got the breakfast burrito with salsa and they should have just poured water straight into it. Tasteless and gross. (I'm saying the salsa is waaaaaay to watery),0,0,0
t9Bk1YIQORrOwcch_fbeew,bGPaNsTLxN6n4kbQwCPkew,XZbuPXdyA0ZtTu3AzqtQhg,3,2016-03-29,"We chose Mesa Grill for our last dinner in Vegas. I'd heard so much great stuff about it, but turns out it was just okay.

As you'd expect with pretty much any upscale restaurant in a large Vegas hotel, the decor is over the top and the prices match. The food, while beautiful, didn't have the flavor to match its appearance.

The complimentary bread basket they brought us looked great and included garlic jalapeño bread, corn muffin (made with swirled blue and yellow cornmeal), and walnut raisin bread. The muffins were dry and pretty bland. The two breads were tasty, though.

What had sold me on coming here was the dish that Flay is supposedly known for--the tiger shrimp and roasted garlic corn tamale. The shrimp and tamale were quite delicious, but the creamy sauce covering the whole dish was way salty and totally killed it for us.

The smoked chicken and black bean quesadilla was pretty dang smoky, which is not my jam (that was my own fault, though--it's right there in the name).

The cornmeal crusted chile relleno was beautiful, and had great crunch with the cornmeal coating, but some of the eggplant was undercooked and the flavors weren't really doing it for me.

The far and away highlight of the evening was the cauliflower gratin with roasted poblano. ORDER THIS! Super creamy and cheesy, with a really nice crisped top, loads of flavor, cooked to perfection. This dish is a contender for best thing I ate this Vegas trip. So good!

The service was good.

My husband would like to take this opportunity to register his complaint about the men's restroom: the urinals were ridiculously close together with no divider. ""If you weren't careful, you could run into each other!"" So, there's that.",6,4,4
TDxhPjF1V2TQLIiMp0uoZw,1e7Grd-ceyAS-3hNeTbh-w,H_xtDKsVhAGTAdMguD5LtQ,5,2016-09-22,Decent south indian foods for cheaper prices  in scarborough..,2,0,0
zCwar8c9O5a1biAS-Cl7Jg,UQ1xCRedPbDRzaVYuoKGAg,Wqa1JjkSuviehZ7OedhPeA,2,2013-01-01,"Duck is horrible!!! A little expensive, member card is not worth, I went there on a Tuesday so there is no waiting and service is good. Duck is definitely not worth that price and not the traditional Beijing duck!!",1,0,0
YoFmrI2hU7hVgbhXg1-p0A,0U72HY-r2didt1EkpArdlQ,SYKC66fxrtytQAIae9xd-Q,5,2015-12-29,"It's not a huge show in a huge theatre, but those sexy Fantasy girls made the show worth watching.

First of all, all the girls are very pretty and talented. They are not just dumb strippers, they are a group of very professional dancers, and their dances were amazing! The singer can sing really well, and she's also an awesome comedian. The stage setting, lighting and costumes were all good too.

But the best part of show, supirisingly, was not the hot dancers, but the black comedian Sean E. Cooper. He made the show to a different level because he's funny as hell! He might be one of the funniest person I've ever met.

After the show, you can take pictures with all the girls and Sean. You can also buy an autographed calendar for 20 bucks.

Overall, it's a good show, even though it doesn't sound like one.",3,0,4
n_JJ5VGOZCZE0PsJtfkkPQ,DAt-A8_s1xeyJTeaRjrBSQ,UNfiku8qEyvGYjPK7w_gxQ,3,2017-10-29,"Heard good things about Gertrude's and was excited to try it at the Botanical Garden. 
Came in and was immediately led to an umbrellaed table on the patio.  Quail were walking around nearby, very cute.  It was hot but there was a cool breeze.  Our waited welcomed us and did water service.  He was also training a new waitress.  Ordered the cheese board to start.  You get a variety of nibbles and smears with small pieces of cheeses.  Pickled squash was everywhere.  Not really a fan and yet that was the majority on the platter.  Tried the prickly pear iced tea.  It was ok. Probably won't order again.  The drink was mostly ice.  Ordered the house salad of mixed greens and salmon.  Salad was delicious, so was the tiny 2""x2"" piece of $8 salmon.  Basically, you pay for eating in the garden.  Ok, had that experience.  Probably won't come for a meal.  It was outrageously priced for what you get.",1,0,0
YCrErmu7AQX-CJomOAUH4w,PfWboP1NpEa32ZdYQTLrbQ,54fC1Sbd5MYxo07LMauSbQ,1,2017-09-12,"I'd give one star but I'm not that kind of guy. Dropped off my 357 Colt back in August 2016 and finally got it back end of March 2017. I won't go into all the excuses they gave me but I felt more than once I was put on the back burner for more important projects. I just looked my gun over finally. I gave them a mirror finish Colt with minor scratches on the barrel end. they gave me back a gun with a nice scratch on the lock screw and a handle that wasn't put back correctly. Would post pictures here but can't. No, I haven't called them back. I'm just gonna live with it and move on. Very disappointed. They came highly recommended from a Colt enthusiast. Not his fault. Sometimes you need to burn a bridge that leads to nowhere.",1,0,0
TO1sttxotliBcBxoXQ5QPg,_DLCTDXbeTMzqRXMjCQYIg,v9D2W4ahqX98jTsXsqPYXw,4,2016-01-29,Place has become a go-to breakfast joint for me. Good food and coffee at excellent prices.,0,0,0
QR_brW7Y6ZzGOdAmo-HSyQ,a4IgqHdva08RBnEV73Qk3g,VHZPbCbIPHEkKOotdCTiow,5,2017-07-19,"My friends and I came here based solely on Yelp reviews. We wanted shaved ice, and this seemed to be the top choice in Vegas (Spoiler alert: Yelp did not lead us astray).

I haven't had shaved ice like this before. It's kind of like if ice cream and shaved ice had a cool little baby: creamy, but very light, and not one ice chunk. It's only mildly sweet, which is really refreshing, and also not overwhelming if you add sweet toppings. We shared the following: 

Black sesame snow with red beans, mochi, and snowflake sauce: If you haven't experienced sesame as a flavor on it's own, I'd liken it to peanut butter, but with a slight bitter note. It's delicious, and since this is black sesame it gives your snow a grey hue, which, let's face it, is pretty excellent for your Instagram photos. I didn't love the mochi, but I'm only a fan of ice cream mochi, and don't usually love it when it's featured as a topping in this manner, so I think that's just me. The red beans were good, as was the snowflake sauce (fancy name for sweetened condensed milk).

Cantaloupe snow with strawberries, chocolate chips, strawberry, and chocolate sauces: This cantaloupe snow was so dreamy. Yum yum YUM! Granted, I love cantaloupe, but it really tasted like if you'd turned cantaloupe into frozen cream. It wasn't too sweet, and there was no fake flavor. Of course, the strawberry (this was just the fruit, no extra sugar) was a fitting and delicious addition, but the chocolate meshed surprisingly well with the other flavors. I liked both the sauces, and honestly could have even added the snowflake sauce too. I would second what another reviewer stated and suggest they have bottles of the sauces available to customers so you can add more if desired. About halfway through I wished I had more, and if they are free anyways, why not?

You have the option of three sizes, and we opted for small on both orders. It was plenty! You can only have two flavors of snow if you get the large (lame). The small is $3.93, and the cost of each additional topping is $0.50. They have bottled water for only $0.25.

The shop is small, with seating for maybe twelve people. Luckily, we were there around 2:00pm on a weekday so it wasn't too busy (although parking in the shopping center was atrocious). There were at least a few other customers either eating or ordering the entire time we were there. The two employees working were pretty quick to make our orders, but if it were busy I could see a wait of five or ten minutes. 

In the Summer, especially, this is a light and refreshing treat that can't be beat. I really enjoyed it, and can't wait to stop by the next time I'm in Vegas.",3,1,2
B9MZ7YDkhkJhHZV7kKls7w,IgYNF1T8vj86R5ekhtNElA,5hYLxV7F8HJPk3ZUkbXH8A,1,2016-05-08,"WORST SERVICE EVER!!!!!! We stopped to have a beer before going to our hotel next door. Our waitress did actually speak to us. As she was walking away from our table, she said ""I will be right back."" Then she just disappeared for a while then just walked past our table without making eye contact. My husband walked to the bar and, after a very long wait, finally got us a beer. Also, there were several tables that were uncleaned when we got there. They were still uncleaned when we left. We did not check ratings because we were just getting a beer. Next time, I will definitely check the ratings no matter what. Lesson learned. Sad that anyone would be so rude.",0,0,0
22sdMhg7lwnv5sQpeenjvA,b18VbIBZJ377Jw8TWmB9rg,LgroNa-JH5W-wpJACXuz5A,5,2017-06-18,This place has some bomb ass sushi. It's all you can eat which makes it worth it for the price! Definitely recommend this place to people who love sushi!,0,0,0
WblQfQV3VyzTfhKDmDwdPA,oYsicJTCCtLR3sGROi4ifw,DPWg0B5-AQCC4SzjC16VyA,5,2017-08-13,Shout out to Gary!!! Awesome man. Helped me and my classmates all get new wallets and bags for nursing school. Plus I love my stickers for my clinical laptop! Thanks for your help Gary!,0,0,0
NtLauJoY66bXqIChllDJxg,EOVfPf_Tw0e2JFqFWk6kew,Qa4eXuZ1IFPwnVXJcpZWtw,4,2013-11-26,"I really like my experience making a reservation was easy and very fast got through and apparently the fact I was able to make a reservation 5 days before is a miracle. 

When we got there we were seated immediately and got to chose a table we wanted because there were a couple available in the corner we were headed to, all the tables had one side completely open so that everyone could see the TV which was nice. While there they made sure we go out in time for the raptors game with plenty of time. The food was good (I got the fish and chips but I honestly think that they may have killed some prehistoric fish for that meal cause it was HUGE), drink was awesome and so was the dessert. 

While we were there my friend did order a steak but it didn't turn out cooked enough for her liking so we ended up sending it back twice (although im not sure if that's because she was unsure of what medium-well looked like or if it really was a kitchen error). The music though was a little to loud, in which holding a conversation with the people at my table was difficult so maybe just a notch or two down would have been beneficial.",0,0,0
f8fdE5-fzV_4MrUsAuC0jA,XQ5wIMYXQM4p1yHVz604HA,5LNZ67Yw9RD6nf4_UhXOjw,2,2011-01-01,"I was at the cosmo during this past weekend and of course it was real nice and new but once that wears off people will see that that comps will stop coming and that people can jump off the balcony. I think they have a uphill battle with all of the casinos that have sisters properties around the country. They better be extra nice on comps to get people back, This place cant compete with the Wynn, Sands, Palms or Mgm of the world. I am happy it is open and gave many people jobs which this city needs so I will support it but just does not have what a casino needs to make it over a long period of time",0,0,0
x7B6QZFnR9uACrBi0ChLtw,fSyQM_n6enHxvOBQ0Q86oQ,RvNhZagd5u8JL4fgLy0wMA,1,2013-04-07,"Not impressed - there were 2 people there who didn't have southwest stuff or run of the mill garage sale\/craft show stuff.   We walk slow and were back to our car in less than 10 minutes.   I wasn't much impressed with the rest of Cave Creek AZ either - so if that's your thing, this might work out better for you.",0,0,0
D94QgQ6HQvk_lSGmk0DfTA,AwrTMmmK0xu-bFK4Bkd9Xw,4BEl7jCbias-xEr-LrA1qw,4,2011-01-24,"This Starbucks location gets 4 stars based on the service I got on a Sunday morning.  The three girls working that morning were super friendly and helpful.  This was probably the best service I've had at any Starbucks.

This isn't the best location if you want to sit and hang out or chat with a friend, especially when it's cold outside.  The seating is limited and early in the morning most of the seating is taken up by what appeared to be a large group of homeless men.  My friend and I found a table next to the front entrance and every time the front door opened large gusts of freezing cold air would sweep our napkins and empty cups across the table.

The friendly attitudes, quick service, and tasty coffee were exactly what I needed after a rough night out.",1,2,1
g80VMEXKluELAx_05n7Slg,zXtkx6NxGleXzppgHuOiQg,YIQtnramivNFHwcLzrUOsQ,1,2014-09-17,"I am so incredibly disappointed.  

I brought in an opal that we picked up in Australia, and created a design for a bracelet that I wanted to have made for my Grandmother.  I brought it to this shop and Ed agreed they could make the design happen, no problem.  When I went to pick it up, the gold was full of nicks and the solder marks were bubbly around the opal.  I asked them to fix this and was given a ""well, it's a handmade piece, so we can't do much about that"".  Fine.  I still liked that they were able to make my design a reality.  However, I also noticed a line\/crack across the bracelet, which I brought to Ed's attention.  He explained this was a solder line. I specifically asked if that was going to create a weak spot (it was a cuff bracelet, so there would be some moving of the metal putting the bracelet on and taking it off).  I was assured that would not be a weak spot and sent on my way.   I also noticed and inquired about the bezel that the opal was set in, because it looked uneven.  Again, I was given the ""handmade"" excuse, they can't do anything about it.  

Of course, the first time my Grandmother put the bracelet on, it cracked in two pieces.. exactly where the solder line was that I specifically said asked if it would be a weak spot.  So I returned to the shop, mortified that the VERY EXPENSIVE piece of jewelry I had given to my Grandmother as a birthday gift had already broken.  Ed apologized and assured it would be fixed.  Two weeks went by.  No call from the jewelry shop.  Finally, I called them to inquire and was told it had been ready, but they forgot to call me.  I went to pick it up, and he handed me the box.  The bracelet was filthy, but I found no more solder lines, and Ed said he remade that side of the bracelet.  Fine.

So I shipped the bracelet back to my Grandmother using insured (expensive) service.  Not more than a week after she had it, the opal fell out.  So she had to take it to her own jeweler to have the opal re-set and she had to pay for it.

I am so upset, I cannot even explain.  This was supposed to be something beautiful for my very elderly Grandmother who is so dear, and all it's been is a HUGE and VERY EXPENSIVE disaster.  

I would never recommend this jewelry shop, not even something pre-made.  Terrible service, terrible craftsmanship, AWFUL EXPERIENCE!",2,0,0
Pm8AQ8BKfeGGm88kDqY3AQ,atNP656PjOpmBLC9BQC9uA,aP0lwfP32bxT-tG7Tlzjcg,4,2015-07-29,Went to this Michaels for my framing needs. Store is well stocked and all of the employees are very friendly. Only four stars because there was quite a bit of trash on the floors which is unwelcoming but it is not bad enough to keep me from coming back. Overall I recommend this establishment.,0,0,0
k9vXLxNcV5UQ80m0YwLC9A,TSau-zVexrB0dVxm73f0Yg,Y_308Bqexth2DepgmpqUsQ,1,2015-11-07,"The original saks location in the south outlet mall was one of my favorite stores of all time. They actually had quality items you would find in Saks. The customer service was always friendly and professional. After saks moved to town square and premium north it has gone to complete crap. Quality has gone way downhill, everything has scuffs and marks all over it.  They don't do their 30%-40% off anymore. I walked in the store this morning and not one person greeted me. Walked into the fitting room area with 12 items, no one was their to greet me. Continued to shop for over an hour, I watched 2 employees loudly and inappropriately laugh and talk while pretending to clean the sales floor. I looked right at them, locked eyes with them and they did not say a word to me. I went to check out, no one was at the register. I stood waiting for someone while the 2 employees I mentioned earlier continued on with their conversation. Eventually 1 of them came over and said ""i will ring you up"". Which is exactly what he did, and nothing more. These types of experiences at off 5th seem to be the regular these days. I will keep my business at neiman marcus last call.",2,1,0
4nCIZhe_rjFQZ7Ec7FFseA,D2ljL5ejuqpa4f8fnZ1qjw,EphJxfsA3cZh1SQLrBJkRA,3,2014-09-16,"Black bean burger with Avacado was to die for. The fries were crispy. Dip it with ketchup, ranch, pepper and hot sauce. Sighhhhh. Amazing. That's my concoction. I absolutely finished my burger, and I usually eat half. Gaspp. *fat girl problems*",2,2,3
GnGS90VEWmZhQhdcCdTL4A,UcO0pMb9ZzCLomo2F8SX-w,OJ8FKDGWI5jo0MwUv496AQ,2,2013-04-08,"This chipotle is the worst chipotle I ever been to first of all my meat is always always cold they are soooo slow they would have a line out the door and they would just take there time I'm always in line for at least 20 minutes they are highly unprofessional no good customer service they swear and cuss in front of customers talk on the phone and just walk away from the register when they please jeez it's sooooooo annoying they seemed to just hire anyone because they opened so fast...

Every time i go there its this way every single time..and the one on Coventry has you in and out.and they cant hear either they always say what what what i cant hear you its not that loud...They act like there on the streets just sayin...they need to CTFD and be more professional.. and when the food is not cold its freaking burnt they need a new team..its just riduclous no food service should be that terrible.. The staff is lazy unprofessional they act like they dont care there not friendly at all they dont even say can i help you its what you want..EXCUSE ME and when i asked for chips they got a attitude with me The one in legacy village and Coventry 10 times better..go there....They really  need to check they selves....one of them are going to say the wrong thing to the wrong person or act the wrong way to the wrong person.....",1,0,0
efaPSNxoDVlFPZiWS3tNGw,VkNTtWR7YFG_QZfRO3vU7Q,COgwFthJpS4We16W5Gf4lw,4,2011-10-23,"Always visit when I'm in LV with my wife. Good reasonably priced food. head and shoulders above most of the phony overpriced unserviced strip
Asked the chef to do a beef stroganoff before going because he had done a great job on a beef wellington last outing. Not too successful. It was pasta and steak missing the Strogonoff.  Also, chef, when requested, would not come out. Bit of a wierd place but that adds to its character. Oh well, their regular menu is really very good. We'll be back.",0,0,0
cx1iiwhf4_b9iwXX-xmW6w,hd-S4mtrPY9Q6iuBJegnOQ,RJNAeNA-209sctUO0dmwuA,5,2015-10-25,"We visited family in Madison and headed in to the Old Fashioned for lunch. The place was hopping!!
We enjoyed those crisp and flavorful onion strings, cheese curds and the clam chowder. I had the bratwurst sandwich and my husband liked his spicy burger and my daughter devoured a tuna salad sandwich. My grandson had fish sticks from the kids' menu.
The service from Jessica was great!!
I hear it's difficult to get in for dinner but we were grateful to get the Madison experience at lunch!!",4,2,4
MMJthNNv0Ef-uqOnsKb37A,43LaeC3jW_KRmOA9whjrUw,dkCi6pb2tP-BPTGTgv23zw,3,2012-07-30,Good flavors but small portions. The filling inside the Bao had very little.,2,0,1
UPdEmrV3NSYQYJ9V5duD3w,Ds94XpoiLPp-hCuZrOiT6w,JAmQCmczUclNUfZjkNdjQA,4,2016-04-01,"My girlfriend and I rode the Highroller during our last trip to Vegas. We were the only ones in the pod, which was kind of cool.

The view once you get to the top is pretty remarkable. You get to see quite a lot of the strip and the surrounding area. However, you're in the back of the Linq so you see the backs of a lot of the hotels. 

The voiceover was equal parts interesting and annoying. Many times that you wanted to just enjoy the view in silence there was a dumb joke thrown in.

We did the Eiffel Tower\/Highroller combo which saved us a bit of money. I'll likely ride again, because Vegas.",1,1,1
KKz0bXGmRkXOvwWoV9I_Ew,MpM-FBMnxxctnG3AQAjPhA,VtiHtLI2t0OjFjbrnR70lw,3,2017-06-07,"**Update**

Can't believe I gave this place 4 stars before.. dropping it to 3 now, but it's more like 2.5

Service was slow and terrible even though the place was practically empty. Our empty plates stayed in front of us after the appetizer and far into eating our main, then our server passed the table many times when our main was finished and didn't grab our plates then either. You would think they could've cleared them by the time we got our bill but no such luck. Ive never paid a bill and left before my empty plates have been cleared, wow just the absolute worst service. My pasta was way underdone. We ordered the vegetable platter for $10 and what a rip off that was, the only thing good on there was one of the cheeses which size-wise was a joke. The rest of the seasonal veggies they throw together in a small bowl in the middle so they all taste the same. Everything has meat or seafood except one or two dishes, so it's not too great if you're a vegetarian (however didn't ask if they offer tofu as a replacement). Very small menu. Dessert menu was not very appealing especially since I tried the tiramisu before here and it wasn't good. They got rid of the salad I liked so much last time .. boo. Will not be back! 

First review: 4 star

First time here I ordered the rigatoni pomodoro and the heritage tomato salad. Pasta was cooked absolutely perfectly, not one second overcooked! Also it was delicious, all the ingredients tasted well together, for one of their more simpler mains I was very impressed. Cheeses on both dishes were very fresh and tasty, also they use the real kind of Parmesan brick that they shave on to your dish as you please. Thumbs up for real parm. The salad was better than expected, heavy on the tomatoes (obviously considering the name), if you like tomatoes you'll love this. Salad was fairly big, I also got the marinated chicken which was fresh, juicy and a big size. I'm not a huge salad fan but I will order this salad over and over again when I come back, it's really that good. Also ordered two drinks, a ceasar and the hurricane. Ceasar was just average, also a fairly small size. The hurricane was much better, very citrus-y. The dessert was tiramisu, which in my opinion was not that great, wouldn't order again. I am a tiramisu fanatic and this one probably lands a 6 on a 10 scale. The restaurant is quite nice, a very rustic atmosphere. We had a very polite and friendly server but the service was slow the night I went (Friday evening) although they were about 90% full. I would come back based on the mains, and try a different dessert next time as well. Also hoping to have better service.",0,0,0
